DBCODE,ENTITY,SITECODE,AIRTEMP_METHOD,HEIGHT,QC_LEVEL,PROBE_CODE,DATE_TIME,AIRTEMP_MEAN,AIRTEMP_MEAN_FLAG,EVENT_CODE
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 02:15:00,9.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 02:30:00,8.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 02:45:00,8.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 03:00:00,8.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 03:15:00,8.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 03:30:00,8.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 03:45:00,8.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 04:00:00,8.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 04:15:00,8.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 04:30:00,8.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 04:45:00,8.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 05:00:00,8.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 05:15:00,8.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 05:30:00,7.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 05:45:00,8.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 06:00:00,8.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 06:15:00,7.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 06:30:00,8.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 06:45:00,8.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 07:00:00,8.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 07:15:00,9.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 07:30:00,8.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 07:45:00,8.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 08:00:00,8.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 08:15:00,9.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 08:30:00,10.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 08:45:00,11.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 09:00:00,13.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 09:15:00,15.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 09:30:00,16.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 09:45:00,17.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 10:00:00,18.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 10:15:00,19.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 10:30:00,18.5,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 10:45:00,18.5,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 11:00:00,19.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 11:15:00,20.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 11:30:00,20.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 11:45:00,20.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 12:00:00,20.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 12:15:00,20.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 12:30:00,20.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 12:45:00,21.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 13:00:00,22.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 13:15:00,22.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 13:30:00,21.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 13:45:00,21.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 14:00:00,22.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 14:15:00,22.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 14:30:00,22.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 14:45:00,22.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 15:00:00,22.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 15:15:00,22.5,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 15:30:00,21.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 15:45:00,21.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 16:00:00,21.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 16:15:00,21.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 16:30:00,20.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 16:45:00,20.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 17:00:00,20.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 17:15:00,19.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 17:30:00,19.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 17:45:00,18.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 18:00:00,16.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 18:15:00,16.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 18:30:00,15.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 18:45:00,15.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 19:00:00,15.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 19:15:00,14.5,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 19:30:00,14.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 19:45:00,13.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 20:00:00,13.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 20:15:00,12.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 20:30:00,12.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 20:45:00,12.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 21:00:00,11.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 21:15:00,11.5,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 21:30:00,11.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 21:45:00,11.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 22:00:00,10.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 22:15:00,10.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 22:30:00,10.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 22:45:00,9.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 23:00:00,9.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 23:15:00,9.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 23:30:00,9.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-25 23:45:00,9.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 00:00:00,8.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 00:15:00,8.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 00:30:00,8.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 00:45:00,8.5,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 01:00:00,8.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 01:15:00,8.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 01:30:00,8.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 01:45:00,7.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 02:00:00,7.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 02:15:00,7.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 02:30:00,7.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 02:45:00,7.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 03:00:00,7.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 03:15:00,7.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 03:30:00,7.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 03:45:00,7.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 04:00:00,7.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 04:15:00,6.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 04:30:00,6.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 04:45:00,7.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 05:00:00,6.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 05:15:00,6.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 05:30:00,6.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 05:45:00,6.5,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 06:00:00,6.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 06:15:00,6.5,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 06:30:00,6.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 06:45:00,6.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 07:00:00,6.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 07:15:00,6.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 07:30:00,7.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 07:45:00,7.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 08:00:00,7.5,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 08:15:00,8.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 08:30:00,8.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 08:45:00,9.5,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 09:00:00,11.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 09:15:00,13.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 09:30:00,14.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 09:45:00,14.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 10:00:00,15.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 10:15:00,16.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 10:30:00,16.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 10:45:00,16.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 11:00:00,16.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 11:15:00,17.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 11:30:00,17.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 11:45:00,17.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 12:00:00,18.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 12:15:00,18.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 12:30:00,18.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 12:45:00,19.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 13:00:00,18.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 13:15:00,18.5,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 13:30:00,19.5,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 13:45:00,19.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 14:00:00,19.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 14:15:00,20.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 14:30:00,19.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 14:45:00,19.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 15:00:00,19.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 15:15:00,19.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 15:30:00,20.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 15:45:00,20.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 16:00:00,20.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 16:15:00,20.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 16:30:00,20.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 16:45:00,20.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 17:00:00,20.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 17:15:00,19.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 17:30:00,19.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 17:45:00,19.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 18:00:00,17.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 18:15:00,17.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 18:30:00,16.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 18:45:00,15.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 19:00:00,14.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 19:15:00,13.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 19:30:00,13.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 19:45:00,12.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 20:00:00,12.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 20:15:00,12.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 20:30:00,11.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 20:45:00,11.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 21:00:00,11.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 21:15:00,11.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 21:30:00,11.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 21:45:00,11.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 22:00:00,11.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 22:15:00,11.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 22:30:00,11.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 22:45:00,10.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 23:00:00,10.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 23:15:00,10.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 23:30:00,10.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-26 23:45:00,10.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 00:00:00,10.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 00:15:00,10.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 00:30:00,9.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 00:45:00,9.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 01:00:00,9.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 01:15:00,9.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 01:30:00,9.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 01:45:00,9.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 02:00:00,9.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 02:15:00,9.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 02:30:00,9.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 02:45:00,9.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 03:00:00,9.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 03:15:00,9.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 03:30:00,8.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 03:45:00,8.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 04:00:00,8.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 04:15:00,8.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 04:30:00,8.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 04:45:00,9.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 05:00:00,8.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 05:15:00,8.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 05:30:00,8.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 05:45:00,8.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 06:00:00,8.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 06:15:00,8.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 06:30:00,9.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 06:45:00,9.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 07:00:00,9.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 07:15:00,9.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 07:30:00,9.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 07:45:00,9.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 08:00:00,9.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 08:15:00,10.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 08:30:00,10.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 08:45:00,11.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 09:00:00,14.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 09:15:00,16.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 09:30:00,16.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 09:45:00,17.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 10:00:00,18.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 10:15:00,18.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 10:30:00,19.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 10:45:00,19.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 11:00:00,19.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 11:15:00,19.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 11:30:00,20.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 11:45:00,19.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 12:00:00,20.5,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 12:15:00,21.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 12:30:00,21.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 12:45:00,21.9,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 13:00:00,22.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 13:15:00,22.4,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 13:30:00,22.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 13:45:00,22.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 14:00:00,22.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 14:15:00,21.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 14:30:00,22.3,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 14:45:00,22.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 15:00:00,22.6,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 15:15:00,22.5,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 15:30:00,22.2,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 15:45:00,21.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 16:00:00,20.8,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 16:15:00,20.7,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 16:30:00,21.0,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 16:45:00,21.1,A,"NA"
MS001,11,"CENMET","AIR030",450,2A,"AIRCEN01",1995-08-27 17:00:00,20.1,A,"NA"
