"res_site_code","res_site_name","descriptor_type_code","descriptor_type_name","descriptor_value","raw_parent_code","lat_long_ref","elevation_ref","local_x","local_y","position_accuracy","SiteType"
"FC1F","FC1F","gs_elev","Elevation","","FLE","WGS84","mean sea level","","","",""
"FC1F","FC1F","gs_lat","Latitude","","FLE","WGS84","mean sea level","","","",""
"FC1F","FC1F","gs_long","Longitude","","FLE","WGS84","mean sea level","","","",""
