"","res_site_name","descriptor_type_code","descriptor_type_name","descriptor_value","raw_parent_code","lat_long_ref","elevation_ref","local_x","local_y","position_accuracy","SiteType"
"ELOUI","East St. Louis Creek","gs_elev","Elevation","2905","FRA","WGS84","mean sea level","","","",""
"ELOUI","East St. Louis Creek","gs_lat","Latitude","39.8869","FRA","WGS84","mean sea level","","","",""
"ELOUI","East St. Louis Creek","gs_long","Longitude","-105.8773","FRA","WGS84","mean sea level","","","",""
"HQ3","Headquarters","ms_elev","Elevation","2763","FRA","WGS84","mean sea level","","","",""
"HQ3","Headquarters","ms_lat","Latitude","39.9045","FRA","WGS84","mean sea level","","","",""
"HQ3","Headquarters","ms_long","Longitude","-105.8830","FRA","WGS84","mean sea level","","","",""
"LFADJ","Lower Fool Creek","gs_elev","Elevation","2910","FRA","WGS84","mean sea level","","","",""
"LFADJ","Lower Fool Creek","gs_lat","Latitude","39.8919","FRA","WGS84","mean sea level","","","",""
"LFADJ","Lower Fool Creek","gs_long","Longitude","-105.8693","FRA","WGS84","mean sea level","","","",""
