"","res_site_name","descriptor_type_code","descriptor_type_name","descriptor_value","raw_parent_code","lat_long_ref","elevation_ref","local_x","local_y","position_accuracy","SiteType"
"HOLLIS","Hollis Meteorological Station","ms_elev","Elevation","6.1","MEF","WGS84","mean sea level","","","",""
"HOLLIS","Hollis Meteorological Station","ms_lat","Latitude","55.30","MEF","WGS84","mean sea level","","","",""
"HOLLIS","Hollis Meteorological Station","ms_long","Longitude","132.30","MEF","WGS84","mean sea level","","","",""
"MAYBESO","Maybeso Gauging Station","gs_elev","Elevation","","MEF","WGS84","mean sea level","","","",""
"MAYBESO","Maybeso Gauging Station","gs_lat","Latitude","55.4908","MEF","WGS84","mean sea level","","","",""
"MAYBESO","Maybeso Gauging Station","gs_long","Longitude","132.6753","MEF","WGS84","mean sea level","","","",""
