SiteCode,SiteName,Latitude,Longitude,LatLongDatumSRSName,SiteType,Comments
GHCND_USC00082850,"EVERGLADES, FL US",25.8489,-81.3896,NAD83,Atmosphere,Full station location history: https://www.ncdc.noaa.gov/homr/#ncdcstnid=10500048&tab=LOCATIONS
