DataValue,LocalDateTime,UTCOffset,DateTimeUTC,SiteCode,VariableCode,MethodCode,SourceCode,QualityControlLevelCode,QualifierCode
15.5,1994-09-17T21:15:00Z,-8,1994-09-18T05:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.3,1994-09-17T21:30:00Z,-8,1994-09-18T05:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15,1994-09-17T21:45:00Z,-8,1994-09-18T05:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.7,1994-09-17T22:00:00Z,-8,1994-09-18T06:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.4,1994-09-17T22:15:00Z,-8,1994-09-18T06:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.2,1994-09-17T22:30:00Z,-8,1994-09-18T06:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.2,1994-09-17T22:45:00Z,-8,1994-09-18T06:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.9,1994-09-17T23:00:00Z,-8,1994-09-18T07:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.7,1994-09-17T23:15:00Z,-8,1994-09-18T07:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.5,1994-09-17T23:30:00Z,-8,1994-09-18T07:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.2,1994-09-17T23:45:00Z,-8,1994-09-18T07:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.1,1994-09-18T00:00:00Z,-8,1994-09-18T08:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.9,1994-09-18T00:15:00Z,-8,1994-09-18T08:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.8,1994-09-18T00:30:00Z,-8,1994-09-18T08:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.6,1994-09-18T00:45:00Z,-8,1994-09-18T08:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.4,1994-09-18T01:00:00Z,-8,1994-09-18T09:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.3,1994-09-18T01:15:00Z,-8,1994-09-18T09:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.1,1994-09-18T01:30:00Z,-8,1994-09-18T09:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.9,1994-09-18T01:45:00Z,-8,1994-09-18T09:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.8,1994-09-18T02:00:00Z,-8,1994-09-18T10:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.6,1994-09-18T02:15:00Z,-8,1994-09-18T10:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.5,1994-09-18T02:30:00Z,-8,1994-09-18T10:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.3,1994-09-18T02:45:00Z,-8,1994-09-18T10:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.1,1994-09-18T03:00:00Z,-8,1994-09-18T11:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11,1994-09-18T03:15:00Z,-8,1994-09-18T11:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.8,1994-09-18T03:30:00Z,-8,1994-09-18T11:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.7,1994-09-18T03:45:00Z,-8,1994-09-18T11:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.5,1994-09-18T04:00:00Z,-8,1994-09-18T12:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.4,1994-09-18T04:15:00Z,-8,1994-09-18T12:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.4,1994-09-18T04:30:00Z,-8,1994-09-18T12:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.2,1994-09-18T04:45:00Z,-8,1994-09-18T12:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.1,1994-09-18T05:00:00Z,-8,1994-09-18T13:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10,1994-09-18T05:15:00Z,-8,1994-09-18T13:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.8,1994-09-18T05:30:00Z,-8,1994-09-18T13:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.7,1994-09-18T05:45:00Z,-8,1994-09-18T13:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.6,1994-09-18T06:00:00Z,-8,1994-09-18T14:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.6,1994-09-18T06:15:00Z,-8,1994-09-18T14:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.6,1994-09-18T06:30:00Z,-8,1994-09-18T14:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.7,1994-09-18T06:45:00Z,-8,1994-09-18T14:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.7,1994-09-18T07:00:00Z,-8,1994-09-18T15:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.7,1994-09-18T07:15:00Z,-8,1994-09-18T15:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.8,1994-09-18T07:30:00Z,-8,1994-09-18T15:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.9,1994-09-18T07:45:00Z,-8,1994-09-18T15:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10,1994-09-18T08:00:00Z,-8,1994-09-18T16:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.1,1994-09-18T08:15:00Z,-8,1994-09-18T16:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.5,1994-09-18T08:30:00Z,-8,1994-09-18T16:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.7,1994-09-18T08:45:00Z,-8,1994-09-18T16:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.2,1994-09-18T09:00:00Z,-8,1994-09-18T17:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.5,1994-09-18T09:15:00Z,-8,1994-09-18T17:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.4,1994-09-18T09:30:00Z,-8,1994-09-18T17:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16.6,1994-09-18T09:45:00Z,-8,1994-09-18T17:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
17.8,1994-09-18T10:00:00Z,-8,1994-09-18T18:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
19,1994-09-18T10:15:00Z,-8,1994-09-18T18:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
20.4,1994-09-18T10:30:00Z,-8,1994-09-18T18:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
21.5,1994-09-18T10:45:00Z,-8,1994-09-18T18:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
22.5,1994-09-18T11:00:00Z,-8,1994-09-18T19:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
23.9,1994-09-18T11:15:00Z,-8,1994-09-18T19:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
24.9,1994-09-18T11:30:00Z,-8,1994-09-18T19:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
26.1,1994-09-18T11:45:00Z,-8,1994-09-18T19:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
26.9,1994-09-18T12:00:00Z,-8,1994-09-18T20:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
27.3,1994-09-18T12:15:00Z,-8,1994-09-18T20:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
28,1994-09-18T12:30:00Z,-8,1994-09-18T20:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
28.6,1994-09-18T12:45:00Z,-8,1994-09-18T20:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29,1994-09-18T13:00:00Z,-8,1994-09-18T21:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.2,1994-09-18T13:15:00Z,-8,1994-09-18T21:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.7,1994-09-18T13:30:00Z,-8,1994-09-18T21:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.6,1994-09-18T13:45:00Z,-8,1994-09-18T21:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.7,1994-09-18T14:00:00Z,-8,1994-09-18T22:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.7,1994-09-18T14:15:00Z,-8,1994-09-18T22:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.7,1994-09-18T14:30:00Z,-8,1994-09-18T22:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30,1994-09-18T14:45:00Z,-8,1994-09-18T22:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.1,1994-09-18T15:00:00Z,-8,1994-09-18T23:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.9,1994-09-18T15:15:00Z,-8,1994-09-18T23:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.6,1994-09-18T15:30:00Z,-8,1994-09-18T23:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.3,1994-09-18T15:45:00Z,-8,1994-09-18T23:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
28.4,1994-09-18T16:00:00Z,-8,1994-09-19T00:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
26.6,1994-09-18T16:15:00Z,-8,1994-09-19T00:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
25.5,1994-09-18T16:30:00Z,-8,1994-09-19T00:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
24.2,1994-09-18T16:45:00Z,-8,1994-09-19T00:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
23.2,1994-09-18T17:00:00Z,-8,1994-09-19T01:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
22.1,1994-09-18T17:15:00Z,-8,1994-09-19T01:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
21.1,1994-09-18T17:30:00Z,-8,1994-09-19T01:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
20.2,1994-09-18T17:45:00Z,-8,1994-09-19T01:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
19.4,1994-09-18T18:00:00Z,-8,1994-09-19T02:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
18.8,1994-09-18T18:15:00Z,-8,1994-09-19T02:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
18.2,1994-09-18T18:30:00Z,-8,1994-09-19T02:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
17.7,1994-09-18T18:45:00Z,-8,1994-09-19T02:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
17.2,1994-09-18T19:00:00Z,-8,1994-09-19T03:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16.9,1994-09-18T19:15:00Z,-8,1994-09-19T03:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16.6,1994-09-18T19:30:00Z,-8,1994-09-19T03:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16.2,1994-09-18T19:45:00Z,-8,1994-09-19T03:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16,1994-09-18T20:00:00Z,-8,1994-09-19T04:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.8,1994-09-18T20:15:00Z,-8,1994-09-19T04:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.6,1994-09-18T20:30:00Z,-8,1994-09-19T04:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.4,1994-09-18T20:45:00Z,-8,1994-09-19T04:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.2,1994-09-18T21:00:00Z,-8,1994-09-19T05:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15,1994-09-18T21:15:00Z,-8,1994-09-19T05:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.9,1994-09-18T21:30:00Z,-8,1994-09-19T05:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.7,1994-09-18T21:45:00Z,-8,1994-09-19T05:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.5,1994-09-18T22:00:00Z,-8,1994-09-19T06:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.3,1994-09-18T22:15:00Z,-8,1994-09-19T06:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.1,1994-09-18T22:30:00Z,-8,1994-09-19T06:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.9,1994-09-18T22:45:00Z,-8,1994-09-19T06:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.7,1994-09-18T23:00:00Z,-8,1994-09-19T07:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.6,1994-09-18T23:15:00Z,-8,1994-09-19T07:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.4,1994-09-18T23:30:00Z,-8,1994-09-19T07:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.3,1994-09-18T23:45:00Z,-8,1994-09-19T07:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.1,1994-09-19T00:00:00Z,-8,1994-09-19T08:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.9,1994-09-19T00:15:00Z,-8,1994-09-19T08:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.7,1994-09-19T00:30:00Z,-8,1994-09-19T08:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.6,1994-09-19T00:45:00Z,-8,1994-09-19T08:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.5,1994-09-19T01:00:00Z,-8,1994-09-19T09:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.4,1994-09-19T01:15:00Z,-8,1994-09-19T09:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.3,1994-09-19T01:30:00Z,-8,1994-09-19T09:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.1,1994-09-19T01:45:00Z,-8,1994-09-19T09:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.9,1994-09-19T02:00:00Z,-8,1994-09-19T10:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.8,1994-09-19T02:15:00Z,-8,1994-09-19T10:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.6,1994-09-19T02:30:00Z,-8,1994-09-19T10:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.5,1994-09-19T02:45:00Z,-8,1994-09-19T10:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.4,1994-09-19T03:00:00Z,-8,1994-09-19T11:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.2,1994-09-19T03:15:00Z,-8,1994-09-19T11:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.1,1994-09-19T03:30:00Z,-8,1994-09-19T11:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11,1994-09-19T03:45:00Z,-8,1994-09-19T11:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.8,1994-09-19T04:00:00Z,-8,1994-09-19T12:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.7,1994-09-19T04:15:00Z,-8,1994-09-19T12:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.6,1994-09-19T04:30:00Z,-8,1994-09-19T12:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.6,1994-09-19T04:45:00Z,-8,1994-09-19T12:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.5,1994-09-19T05:00:00Z,-8,1994-09-19T13:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.3,1994-09-19T05:15:00Z,-8,1994-09-19T13:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.2,1994-09-19T05:30:00Z,-8,1994-09-19T13:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.1,1994-09-19T05:45:00Z,-8,1994-09-19T13:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10,1994-09-19T06:00:00Z,-8,1994-09-19T14:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.9,1994-09-19T06:15:00Z,-8,1994-09-19T14:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.9,1994-09-19T06:30:00Z,-8,1994-09-19T14:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.9,1994-09-19T06:45:00Z,-8,1994-09-19T14:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.9,1994-09-19T07:00:00Z,-8,1994-09-19T15:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10,1994-09-19T07:15:00Z,-8,1994-09-19T15:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.1,1994-09-19T07:30:00Z,-8,1994-09-19T15:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.1,1994-09-19T07:45:00Z,-8,1994-09-19T15:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.3,1994-09-19T08:00:00Z,-8,1994-09-19T16:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.4,1994-09-19T08:15:00Z,-8,1994-09-19T16:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.7,1994-09-19T08:30:00Z,-8,1994-09-19T16:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.5,1994-09-19T08:45:00Z,-8,1994-09-19T16:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.3,1994-09-19T09:00:00Z,-8,1994-09-19T17:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.6,1994-09-19T09:15:00Z,-8,1994-09-19T17:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.8,1994-09-19T09:30:00Z,-8,1994-09-19T17:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16.9,1994-09-19T09:45:00Z,-8,1994-09-19T17:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
18,1994-09-19T10:00:00Z,-8,1994-09-19T18:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
19.2,1994-09-19T10:15:00Z,-8,1994-09-19T18:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
20.4,1994-09-19T10:30:00Z,-8,1994-09-19T18:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
21.2,1994-09-19T10:45:00Z,-8,1994-09-19T18:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
22.3,1994-09-19T11:00:00Z,-8,1994-09-19T19:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
23.9,1994-09-19T11:15:00Z,-8,1994-09-19T19:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
25,1994-09-19T11:30:00Z,-8,1994-09-19T19:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
26,1994-09-19T11:45:00Z,-8,1994-09-19T19:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
26.8,1994-09-19T12:00:00Z,-8,1994-09-19T20:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
27.6,1994-09-19T12:15:00Z,-8,1994-09-19T20:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
28.3,1994-09-19T12:30:00Z,-8,1994-09-19T20:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
28.6,1994-09-19T12:45:00Z,-8,1994-09-19T20:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.2,1994-09-19T13:00:00Z,-8,1994-09-19T21:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.5,1994-09-19T13:15:00Z,-8,1994-09-19T21:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.8,1994-09-19T13:30:00Z,-8,1994-09-19T21:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.2,1994-09-19T13:45:00Z,-8,1994-09-19T21:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.4,1994-09-19T14:00:00Z,-8,1994-09-19T22:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.3,1994-09-19T14:15:00Z,-8,1994-09-19T22:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.3,1994-09-19T14:30:00Z,-8,1994-09-19T22:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.4,1994-09-19T14:45:00Z,-8,1994-09-19T22:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.4,1994-09-19T15:00:00Z,-8,1994-09-19T23:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.3,1994-09-19T15:15:00Z,-8,1994-09-19T23:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.9,1994-09-19T15:30:00Z,-8,1994-09-19T23:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.5,1994-09-19T15:45:00Z,-8,1994-09-19T23:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
28.5,1994-09-19T16:00:00Z,-8,1994-09-20T00:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
27,1994-09-19T16:15:00Z,-8,1994-09-20T00:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
25.7,1994-09-19T16:30:00Z,-8,1994-09-20T00:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
24.5,1994-09-19T16:45:00Z,-8,1994-09-20T00:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
23.2,1994-09-19T17:00:00Z,-8,1994-09-20T01:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
21.9,1994-09-19T17:15:00Z,-8,1994-09-20T01:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
20.9,1994-09-19T17:30:00Z,-8,1994-09-20T01:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
20,1994-09-19T17:45:00Z,-8,1994-09-20T01:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
19.2,1994-09-19T18:00:00Z,-8,1994-09-20T02:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
18.5,1994-09-19T18:15:00Z,-8,1994-09-20T02:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
17.8,1994-09-19T18:30:00Z,-8,1994-09-20T02:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
17.4,1994-09-19T18:45:00Z,-8,1994-09-20T02:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
17,1994-09-19T19:00:00Z,-8,1994-09-20T03:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16.5,1994-09-19T19:15:00Z,-8,1994-09-20T03:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16.1,1994-09-19T19:30:00Z,-8,1994-09-20T03:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.8,1994-09-19T19:45:00Z,-8,1994-09-20T03:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.6,1994-09-19T20:00:00Z,-8,1994-09-20T04:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.3,1994-09-19T20:15:00Z,-8,1994-09-20T04:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.1,1994-09-19T20:30:00Z,-8,1994-09-20T04:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.9,1994-09-19T20:45:00Z,-8,1994-09-20T04:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.7,1994-09-19T21:00:00Z,-8,1994-09-20T05:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.5,1994-09-19T21:15:00Z,-8,1994-09-20T05:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.4,1994-09-19T21:30:00Z,-8,1994-09-20T05:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.2,1994-09-19T21:45:00Z,-8,1994-09-20T05:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14,1994-09-19T22:00:00Z,-8,1994-09-20T06:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.8,1994-09-19T22:15:00Z,-8,1994-09-20T06:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.6,1994-09-19T22:30:00Z,-8,1994-09-20T06:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.5,1994-09-19T22:45:00Z,-8,1994-09-20T06:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.3,1994-09-19T23:00:00Z,-8,1994-09-20T07:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.1,1994-09-19T23:15:00Z,-8,1994-09-20T07:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13,1994-09-19T23:30:00Z,-8,1994-09-20T07:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.8,1994-09-19T23:45:00Z,-8,1994-09-20T07:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.7,1994-09-20T00:00:00Z,-8,1994-09-20T08:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.5,1994-09-20T00:15:00Z,-8,1994-09-20T08:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
