VariableCode,VariableName,VariableUnitsName,DataType,SampleMedium,ValueType,IsRegular,TimeSupport,TimeUnitsName,GeneralCategory,NoDataValue
AIRTEMP_MEAN,Temperature,degree celsius,Average,Air,Derived Value,TRUE,15,minute,Climate,-9999
