"res_site_code","res_site_name","descriptor_type_code","descriptor_type_name","descriptor_value","raw_parent_code","lat_long_ref","elevation_ref","local_x","local_y","position_accuracy","SiteType"
"C1","C_1","gs_elev","Elevation","","SIL","WGS84","mean sea level","","","",""
"C1","C_1","gs_lat","Latitude","","SIL","WGS84","mean sea level","","","",""
"C1","C_1","gs_long","Longitude","","SIL","WGS84","mean sea level","","","",""
