"res_site_code","res_site_name","descriptor_type_code","descriptor_type_name","descriptor_value","raw_parent_code","lat_long_ref","elevation_ref","local_x","local_y","position_accuracy","SiteType"
"BISCUIT","Biscuit Brook (USGS 01434025)","gs_elev","Elevation","","NEV","WGS84","mean sea level","","","",""
"BISCUIT","Biscuit Brook (USGS 01434025)","gs_lat","Latitude","","NEV","WGS84","mean sea level","","","",""
"BISCUIT","Biscuit Brook (USGS 01434025)","gs_long","Longitude","","NEV","WGS84","mean sea level","","","",""
